Price,QuantityInStock,WeightInGrams,LengthInCentimeters,WidthInCentimeters,UnitsSold
20208,39,2112,161,4034,115
5766,34,3048,177,11709,271
25537,30,7706,482,7469,361
28938,39,7452,143,6639,489
15756,32,2018,131,10033,499
7058,19,6448,195,12601,397
27667,22,2530,379,10583,482
29679,35,3850,414,4110,283
17317,27,3220,390,8005,395
7132,13,7660,332,9359,124
29305,14,5177,495,4599,250
5107,24,7757,300,9851,206
11571,19,8928,78,10935,480
19968,15,3612,455,11096,217
25062,14,1496,364,13586,360
4869,16,1951,106,4344,491
25151,22,7936,101,12903,41
24669,47,5028,240,8512,34
18986,23,5488,308,4636,194
13884,30,6368,76,7361,426
13014,48,2437,439,12177,393
20267,43,8496,161,8667,451
10448,13,7273,479,7905,12
21753,25,7758,463,7448,237
16024,11,5370,386,7486,22
11685,48,3333,411,8656,438
7683,21,1313,299,6429,440
26708,23,2454,337,8340,243
18501,45,3007,443,6424,481
26687,49,4687,53,14799,290
26981,18,8476,263,10797,491
23225,21,9299,385,8779,286
11886,27,2849,290,6180,335
25947,14,6619,361,14983,280
17516,14,6002,479,14293,236
14021,47,7076,326,6596,354
25193,42,4718,207,14104,468
26931,45,3550,384,14160,146
9943,10,2987,257,4137,126
18028,34,9165,494,7548,215
13944,21,1707,135,9437,61
7148,18,4216,403,13133,354
13203,10,6936,54,10930,19
27810,23,3225,80,10401,91
17041,19,2345,179,14992,419
29117,12,3806,484,8893,331
11325,37,3055,197,6561,440
17522,26,8379,297,13665,28
17571,17,6812,317,13822,97
28978,35,6237,412,13015,239
29085,43,9479,185,7943,82
26120,24,2504,152,6702,338
20455,22,2849,404,7347,137
16599,21,9633,125,9797,182
2559,12,4055,108,5839,67
2417,38,6399,102,10290,493
26974,10,4322,451,9155,393
4789,20,6686,208,10197,380
17632,15,1118,342,8285,478
26901,42,6865,485,13768,29
14830,42,9308,270,8412,409
12924,16,3002,333,14962,310
23268,49,7470,303,6230,444
7461,11,4858,80,11312,413
8214,22,8942,312,13920,52
6038,45,9438,313,7993,269
28199,13,6592,372,4003,87
5104,47,3335,165,11926,166
26288,39,1898,336,7822,396
21385,47,4330,365,14142,385
15144,31,8301,219,7984,451
24924,17,2206,291,11357,219
6443,15,5817,361,11931,54
18419,45,3415,384,10043,60
9099,40,6776,412,6398,31
20432,31,6534,419,10768,464
14897,21,3102,214,9510,260
26062,42,7280,108,14114,118
7589,27,7743,183,7331,416
23988,28,9980,147,10089,14
21209,12,1534,238,14680,476
17784,49,5535,482,14333,60
12003,36,1139,333,6661,265
24823,44,8029,359,13333,375
17391,32,9738,290,9530,213
4609,14,6168,184,9379,47
24098,21,8932,297,13732,254
18381,15,2249,309,10418,180
2557,21,9949,305,4255,265
14225,47,8881,127,9144,290
9431,16,2190,392,11128,371
27530,41,9578,487,8743,497
20515,36,8658,434,8170,65
21269,12,5826,197,9794,207
29668,33,8026,281,14194,58
15491,32,4411,474,11320,307
21487,43,6599,483,9021,483
13782,32,3376,150,13233,228
18285,24,8321,411,8875,455
5594,38,5445,223,9833,42
27144,32,7354,307,14008,237
23997,16,1204,126,6667,402
2176,27,5723,202,9534,288
26019,33,4582,298,12345,235
6863,20,2783,353,12515,292
13223,14,8918,156,9734,142
4204,26,8952,329,14744,112
2945,48,6376,338,11162,285
22546,42,8922,53,9548,273
18906,30,4530,455,12378,257
19150,15,2572,422,12225,374
26164,21,7641,234,7030,282
14028,18,6724,268,12637,174
3290,28,1187,352,12595,425
13165,22,2199,382,12262,376
22744,49,9153,116,10282,170
14033,41,7075,335,8982,20
22260,17,8896,165,7667,401
14164,10,7577,109,14311,372
14526,44,4065,436,7487,371
4403,10,3394,406,14030,253
7547,36,5859,180,6182,193
5588,20,1962,170,14647,126
12361,44,9640,154,9159,88
2558,27,8171,152,13792,74
19754,24,4185,232,10143,248
10035,32,2460,55,4975,253
7134,24,4767,161,9260,43
24485,47,4987,62,9649,345
3631,10,1826,486,9799,234
6532,41,2930,79,11998,427
25084,18,6416,453,8979,320
8769,28,5214,422,8754,498
25369,13,2884,94,12182,389
12462,17,4922,66,9848,204
4468,12,7598,279,13433,202
23470,31,9136,498,11945,464
9399,13,9502,438,7962,239
12309,35,9244,326,5448,287
7036,15,6161,83,10360,322
25461,44,7506,230,12325,240
3151,17,1525,450,8745,492
28012,34,4528,342,11880,338
14136,46,3171,258,5857,204
7483,37,4393,134,7682,96
16736,27,1045,250,14601,8
7214,44,6810,232,8963,435
28858,22,3487,307,8178,392
12521,30,4562,297,14526,141
2713,14,8927,251,7853,470
25650,48,3016,80,10335,435
28034,33,8044,260,9865,311
26627,24,6561,148,13897,21
7492,40,4023,141,8786,124
7279,28,5045,191,8775,205
25805,10,1509,409,6825,83
6520,16,3106,122,4358,456
27323,28,7731,447,12206,82
12874,42,4721,118,12424,125
3667,25,4892,228,7638,178
6128,13,6149,310,14726,344
5128,32,9802,248,5232,28
21784,16,5222,218,10637,166
22247,16,3840,497,14075,155
29239,45,5788,301,10621,26
11571,43,2707,214,11593,304
9373,44,4263,427,9560,263
27644,26,3692,462,4064,190
15927,35,6227,342,9690,445
12276,21,6421,444,8630,114
18079,37,3116,397,8136,189
3173,47,7909,349,5342,117
2354,10,3825,267,8581,262
7372,21,2611,364,13976,44
17209,14,4189,133,9560,415
19927,43,1880,262,9530,396
2578,48,9897,221,12109,177
8955,21,8608,292,14189,421
26899,16,3748,421,10697,183
9859,15,3630,410,6804,264
9372,22,4825,306,6310,60
28353,38,5036,438,9077,231
18479,36,1185,453,9420,269
28923,39,8749,82,4428,494
23595,10,6514,244,10792,389
4829,21,9828,441,9902,74
13550,36,8842,193,12008,292
14968,20,6462,402,4030,157
16571,45,7278,149,13750,323
11710,44,6112,176,13757,175
7654,29,8827,399,11276,187
24238,28,5307,228,9006,46
15304,20,1903,78,8267,315
19488,49,3334,61,11898,447
9053,18,4731,446,4502,348
11388,37,9943,141,14448,353
3286,36,9827,491,5997,291
29017,16,9597,365,8500,107
11278,11,4375,196,5533,154
27690,28,1403,276,9405,373
6456,34,2989,183,9541,239
26958,48,6927,268,14634,48
8011,45,4480,486,11062,488
26324,42,4182,449,11267,375
3474,23,7916,224,10312,144
12451,39,4004,247,9657,140
18798,31,5346,328,5129,373
5583,34,8592,246,11382,307
17497,41,1317,161,14074,493
23721,41,8506,277,13444,265
27304,19,2254,409,14580,36
25921,44,4984,392,12371,227
23571,25,6432,206,13626,497
15384,39,9520,229,14420,88
24730,17,6779,244,9289,203
13734,24,7300,462,6105,11
18393,14,1210,384,4236,41
12164,31,5494,360,13365,298
7388,21,3479,470,14034,287
2799,11,4166,131,8847,217
12474,35,1885,332,12538,398
17256,21,6569,50,12736,283
14817,44,7470,242,12251,339
16709,32,6771,163,5402,415
2444,39,2210,257,13809,369
21321,44,3399,324,10273,76
11141,22,4723,337,13850,266
21505,28,1636,327,5814,115
21578,37,9078,140,12294,14
23338,49,9302,197,11227,460
22804,36,1429,218,5810,205
10051,24,5075,139,12017,197
12172,32,6956,322,8236,200
29575,28,7570,316,9606,373
15469,29,3374,294,7117,132
26366,32,4839,432,6586,296
24139,32,4437,413,4374,458
16445,27,8398,274,13117,55
18093,34,7280,74,11527,185
17750,37,8176,162,4774,161
11568,18,8899,372,11102,15
11850,39,4707,104,11680,75
9766,41,4705,117,9607,470
8024,15,3982,322,11958,323
29467,18,5594,197,14224,290
20343,34,6893,178,14249,451
21154,23,9756,237,12201,346
18205,24,1284,362,5986,418
8467,28,2829,52,5910,189
27589,32,2113,323,14873,15
10905,22,3385,417,4530,496
15688,46,6413,330,7453,300
21223,10,4149,254,7693,85
24711,10,3521,150,14339,480
2327,11,3882,262,6346,180
9738,35,8835,482,14621,72
11863,34,7279,153,5064,447
28833,10,1159,465,8986,438
17093,48,9118,256,11783,340
16214,20,2509,113,5028,91
19401,38,7465,292,4196,70
7543,26,4098,79,14826,27
19431,14,7979,214,9142,81
7264,44,1585,316,5324,406
19182,25,4900,465,7435,206
22481,44,2997,189,13740,168
6847,13,7252,392,5596,260
3514,46,6826,499,5503,430
10112,47,1248,258,13242,339
10248,23,9126,257,5339,50
21432,34,4146,242,11242,84
8809,12,9677,301,11441,488
11676,13,2396,236,6134,423
14875,12,2825,179,10006,341
2784,38,1701,51,9600,373
2189,27,9846,341,8879,7
17889,30,3704,463,8673,315
5274,41,2170,314,12507,303
5928,19,5725,348,11577,124
24236,43,3077,92,11307,377
9991,19,1935,114,9132,315
7296,16,6559,131,14711,90
9673,36,1049,262,13303,305
11742,12,2595,498,8955,442
12136,17,1505,199,4161,353
23113,37,1926,207,5016,74
28985,19,1933,497,11587,494
26290,22,9692,127,13083,159
16173,32,7228,86,11002,240
21941,23,9146,418,13718,266
23683,18,5089,50,8369,273
21047,24,1724,483,12401,329
13098,24,7989,340,4572,135
21517,20,2724,193,12848,112
3136,49,3476,94,12603,26
22694,25,8920,132,8851,73
22338,42,1218,397,13687,439
7156,29,5850,345,11065,327
4591,10,3508,301,5169,191
12201,33,4675,310,6449,195
29113,32,3774,148,5309,138
8816,43,4660,336,6227,326
10207,25,4323,388,8181,144
6555,16,2460,453,14306,232
4336,42,3297,330,9194,50
22297,15,4497,326,5269,19
19395,48,3758,329,6214,91
25648,34,3083,220,9708,103
15692,12,8661,118,4541,59
25331,14,3443,459,7259,116
11989,14,7798,320,8623,297
19874,19,5879,89,10317,33
6652,26,2292,382,8043,14
24003,20,5794,282,10642,418
13780,38,7394,305,6272,10
22877,30,8236,178,10606,289
8495,21,3805,421,7764,233
12722,34,2383,56,9459,447
3365,33,8521,317,7654,386
10489,47,8939,309,5441,291
4509,29,2898,187,10534,193
26694,32,6313,226,6503,106
14938,13,6671,337,10007,479
18786,24,7772,207,10347,192
29129,23,4147,301,14640,445
11369,31,6175,346,12836,233
15640,41,1523,328,6696,427
16252,47,1891,423,4664,455
6320,46,2199,114,10500,21
15802,37,6826,238,10446,36
20556,27,2506,415,11607,445
23915,18,2262,79,10705,255
6135,47,5557,486,12684,431
8616,25,1547,393,9326,394
28786,42,5961,266,8222,354
25951,10,5081,396,9469,62
11459,38,1222,162,11841,64
19377,14,5406,155,6972,275
26703,18,1151,102,4949,120
20808,48,4640,128,11473,413
28532,21,2517,487,9001,370
27427,15,1987,449,6826,9
27787,21,3052,308,10059,40
17404,26,8111,93,13704,118
5885,31,9881,132,13674,110
3795,17,2407,478,11290,78
15040,39,2605,419,12820,103
4508,14,9801,495,14014,13
26603,14,3227,56,12085,444
29206,15,4917,398,7799,125
29407,21,4667,485,6340,210
7772,32,3404,390,8338,108
24572,23,1944,59,7427,6
2320,24,9341,340,10287,125
23456,16,7095,346,9103,180
6136,40,4806,250,8173,180
10831,17,2477,293,11703,390
3301,40,2917,147,8453,295
17573,30,1485,250,5572,313
20808,11,9262,257,8225,455
15640,41,5958,323,9488,189
19915,42,8816,114,11581,193
12580,46,9201,167,10586,151
15698,12,6645,129,13079,462
8945,45,9565,360,7555,494
21462,44,4041,328,11189,280
23427,48,7106,289,14898,439
2793,28,5078,454,14132,487
29746,35,1717,413,8386,91
5419,29,9799,264,7033,21
10546,17,7593,79,13424,433
28225,40,2376,138,12391,433
25852,42,8936,277,6251,285
29107,45,4922,416,10229,245
21708,30,8617,323,6573,174
21145,35,6152,290,5328,81
23721,48,6669,372,10763,155
18494,32,1444,403,5222,308
3036,32,2619,416,14049,96
4398,44,9792,377,5479,301
18953,47,3752,376,14118,142
3736,27,9617,494,11896,293
7243,47,7934,377,4385,348
23248,18,8444,208,6657,75
16624,34,1370,101,6543,295
9513,12,6248,167,7832,96
15143,25,1167,218,11253,207
18274,49,3517,263,4769,346
8045,39,9881,221,7284,413
5919,32,8080,394,12797,493
28643,20,7203,238,14575,410
15334,17,2811,314,4153,26
23057,38,4664,456,10455,65
18119,31,2942,424,5310,170
4188,13,8846,293,8475,410
14853,26,6749,317,12777,141
27724,10,9450,211,6433,397
16871,34,9774,281,12795,229
3886,32,7380,234,4154,183
13542,28,3450,474,9507,380
16435,27,7256,239,5449,112
13836,20,9144,196,13293,10
3385,11,2534,62,11696,19
11413,36,9449,427,13507,257
25347,16,1315,201,4000,341
9949,43,8490,331,7561,45
10645,25,7453,424,6923,448
26975,16,3555,261,10518,189
23966,36,7836,232,14669,339
6342,13,5081,87,5649,31
7473,11,4548,311,5871,378
17549,33,3926,86,6027,142
14247,39,8247,59,6298,419
5493,33,3427,343,6656,353
9832,14,2443,96,12839,28
15655,23,9403,216,8908,295
15014,22,8469,310,5206,283
8804,19,9880,356,5372,66
23661,15,4493,184,8988,150
13949,40,3670,154,4506,448
8834,44,9575,443,10054,7
9610,35,6395,72,7478,438
11517,24,4300,460,9903,130
12844,30,3828,359,14192,110
22768,34,7366,454,5870,99
17089,26,7742,477,5825,122
17496,31,7414,112,5468,143
6493,19,4083,296,5718,437
10149,33,8613,108,12452,390
3633,14,7590,487,8361,492
5768,27,7404,131,10770,151
29505,12,8905,328,14543,276
28071,49,1847,320,7889,350
5444,33,6691,185,11736,134
5196,42,1754,192,9901,361
2842,20,9567,123,13343,325
20782,28,4536,116,14287,490
14132,35,2085,197,8029,187
28112,38,5612,408,9987,342
26930,18,3972,146,5648,10
6111,13,3828,100,8999,208
16014,48,5579,50,9029,31
2957,45,6607,324,7699,424
16789,33,4604,196,5855,498
16750,25,1667,370,6141,288
7511,18,2192,237,11357,62
5272,33,2608,306,12411,485
24015,30,8991,127,9596,163
29238,32,9180,467,9380,242
9369,30,4644,121,13184,212
5382,12,3391,369,12107,126
15231,17,8991,468,12931,92
4852,43,9733,460,8427,390
26128,10,6210,89,10170,346
23621,14,3338,406,5688,292
8498,36,8846,401,6212,114
9993,26,4226,230,6353,106
24882,30,6977,53,9307,125
16323,44,6441,499,8717,253
5854,26,3549,460,8152,165
16220,44,4082,66,4989,147
27909,14,4139,299,6504,426
25318,26,5967,326,14684,309
8271,19,1124,268,5061,248
23762,45,2606,172,7019,495
28858,44,3302,102,14560,491
22241,25,2725,297,5208,288
20459,15,4781,488,8343,151
25960,41,2359,444,9678,262
23545,47,4443,328,10423,114
29364,25,5392,414,8096,150
18318,12,7504,197,4041,386
6695,17,6720,469,5651,318
10156,24,7264,416,7307,28
24435,44,2302,135,5516,321
14074,29,1646,233,9204,58
3596,20,8828,187,10117,48
7596,42,4163,360,13480,40
18128,10,4532,498,8046,240
17806,20,8840,459,14219,285
9842,10,7247,498,10489,193
7161,20,6963,343,6777,435
28670,42,5831,483,8981,124
28442,38,1362,409,5044,391
7354,30,9257,68,6473,208
20378,35,9051,257,7165,104
29771,13,7129,167,5209,471
26146,13,2108,169,11541,75
24020,47,9034,231,4282,19
23337,37,3715,454,11142,331
22460,37,3261,253,10057,114
5435,37,2477,67,12442,160
14275,18,5949,154,14834,48
16172,16,7533,222,10279,339
22964,16,8235,410,12926,335
12231,20,4845,88,9150,403
17709,36,7029,463,5769,364
16764,30,9715,494,10102,27
12921,14,1348,340,6314,402
29337,21,3553,379,13806,95
18565,45,8477,357,7140,374
24807,35,6460,277,7390,374
6981,16,3577,176,5557,392
6201,45,4382,299,13826,235
29968,27,8512,122,12438,464
23466,12,2808,463,10216,495
26758,31,1242,242,14771,246
8122,45,9043,50,8857,24
12311,34,2764,405,13322,196
20521,13,1114,352,4114,353
13186,16,1436,139,9612,145
3788,44,5507,378,7177,327
20794,31,8958,404,9090,129
5777,34,3916,216,8355,475
26064,35,8070,416,7920,420
17618,25,6040,225,5451,45
15601,47,3563,270,14043,360
7881,12,4593,433,14692,277
12452,29,8711,190,8256,496
19919,34,8820,467,9206,469
19312,11,3435,200,10918,319
16515,22,9162,419,9936,378
9803,27,6429,291,10260,314
10406,21,2157,56,9145,362
12208,13,4471,59,8773,33
26048,46,9553,227,11044,457
13857,13,5852,73,6260,21
4011,12,6476,303,13148,87
2696,42,3067,492,7834,71
6891,30,6234,358,10591,355
13553,27,3458,322,8950,459
26150,35,7047,459,11261,484
8522,19,9243,50,13774,140
24759,12,7657,342,10474,367
11181,14,9559,265,12299,377
17535,39,9830,347,12513,480
14425,39,1319,435,14858,212
4812,20,9522,444,7531,15
3865,42,3258,427,5911,29
8977,47,8723,383,14752,298
20155,25,6214,198,6084,57
20487,18,2477,446,7294,126
14690,15,9714,287,13855,220
25174,14,3829,266,14734,303
3449,26,2789,465,11076,344
4959,10,6801,82,5027,46
29895,17,3109,205,4059,86
16783,47,1749,481,13783,172
25350,20,7358,261,12624,34
26526,28,9931,100,9497,130
2107,28,7392,183,10574,457
11205,29,6247,428,8441,179
25500,12,7403,379,7537,390
26278,13,6579,481,9482,252
26903,32,8676,187,7530,145
18140,30,4367,421,10921,37
26238,48,2996,342,9662,412
7664,34,9562,433,8195,220
17986,20,8846,286,7960,345
27588,28,4507,259,4747,471
7965,38,1436,434,11796,136
25659,24,2794,60,5838,345
24215,38,6162,361,9589,33
10301,13,1554,399,10499,458
12315,47,9867,396,4195,230
18832,12,2843,54,7946,296
13949,27,2399,395,14933,25
22497,10,3344,306,12968,266
24501,32,9191,76,12507,309
19135,28,5044,419,12511,45
21960,35,5381,248,14924,326
12745,15,7145,433,11876,224
20794,15,9169,361,11051,258
21905,47,5078,91,4425,420
21458,26,4181,434,10921,97
9681,38,4004,363,14122,13
19226,10,3900,110,9139,305
28427,44,2498,472,6741,278
28866,10,1397,155,11765,238
7727,22,9724,209,5276,398
10681,37,5853,322,13304,454
17021,22,9915,150,8545,206
4246,13,1737,167,6778,453
3189,22,7185,488,8800,6
7681,45,4700,316,6637,216
18494,11,2169,91,5825,379
15144,13,4525,360,7376,126
7467,41,6759,119,11051,311
10783,13,8970,112,6590,227
26854,43,3979,294,4049,58
23034,44,8797,313,7380,277
9602,11,3399,422,11928,21
24341,49,5441,158,8585,98
16723,15,1551,434,11119,21
23503,31,9707,213,13664,400
18194,32,2222,440,8559,76
28644,25,3498,142,9618,80
19789,46,3364,409,13527,74
20169,38,8157,428,6105,178
9243,39,8268,328,14996,258
28851,14,3622,217,4932,334
27940,29,3670,377,6022,398
2817,33,1833,444,10204,140
13634,28,5041,186,9292,338
16178,19,4557,246,5655,75
29439,33,3598,184,8723,497
26197,22,9671,147,5674,252
5463,28,1429,255,9789,312
13874,25,4952,388,7633,204
27030,45,3669,293,4707,320
4709,34,8620,97,6785,172
16521,26,2566,345,5664,44
13124,44,5593,73,14108,309
20908,41,8932,146,4267,160
19411,18,5511,79,13479,435
13109,22,7883,245,10822,61
4208,13,9320,287,7914,346
18334,34,9574,74,5702,457
3497,23,4936,458,14966,184
4589,45,9854,267,9727,415
10090,20,3529,99,11249,154
25256,19,3441,308,7724,208
4634,37,1505,439,13675,145
21066,30,9446,171,14198,125
14995,21,6699,395,14845,458
20210,34,2976,417,14794,7
9184,46,6142,446,10364,133
16144,46,1688,294,14317,382
12265,17,3034,486,14002,99
8262,41,1721,169,5680,116
27752,33,8285,356,5469,447
6663,48,1935,455,8200,61
19789,31,1246,123,12971,383
3191,13,6366,446,11469,229
19542,10,7079,139,10762,93
11781,31,5715,456,9612,113
13110,32,5464,232,5538,300
19518,46,7543,159,8063,283
27056,24,8260,317,6403,128
15237,45,2375,124,6189,151
6791,48,2252,425,13504,6
18220,23,5625,87,14014,461
28312,11,3414,324,12281,41
23108,46,5275,234,10155,268
19211,23,7978,132,6865,10
28826,39,6443,68,11293,283
14620,12,9661,334,8922,69
17115,33,4096,127,4445,377
21815,27,9920,312,7322,304
3937,22,2294,112,14443,21
3636,19,4192,428,12551,454
8554,13,2147,76,11329,82
27093,28,1645,338,14455,208
7454,27,8898,385,9057,295
24727,14,5975,132,8031,200
6468,29,3586,63,6302,212
9211,21,5061,159,11658,156
19496,45,8798,57,4976,273
25769,42,9328,469,4201,72
4640,13,5513,305,7792,43
5123,49,9829,414,10768,171
7698,42,7588,411,8613,333
26290,37,6762,251,14351,52
20490,37,9454,327,8734,369
6398,40,3508,186,10685,245
23785,12,8483,235,6355,365
13052,29,6557,227,11351,326
13843,43,7533,61,13305,201
14357,14,2624,375,7520,179
20738,10,7249,71,7960,221
15164,16,6281,326,10208,97
21351,35,2487,151,10409,357
23604,47,2300,308,5565,293
17815,42,5720,308,10412,162
4498,36,4943,71,11267,67
8559,47,3946,218,6425,116
16241,43,9444,361,12066,34
7139,25,2190,339,10797,374
13525,25,1035,263,6703,108
11996,30,6635,422,13588,407
6764,39,1768,141,13716,246
24149,32,9535,59,9434,346
6657,28,7245,321,7870,155
4450,37,9361,256,14450,357
25273,19,6893,137,13267,473
14512,37,8629,230,7861,110
29713,28,8599,400,12881,8
13890,25,5774,207,4771,399
24491,48,1784,437,9414,102
20974,31,1053,272,6262,145
12270,29,1507,289,4622,496
27979,16,4946,267,7100,201
4013,32,4741,306,13499,314
16552,33,1860,354,11225,118
9763,43,8772,141,11771,140
21797,38,5928,96,9101,308
17888,16,4813,286,13526,378
9615,14,7005,473,13909,327
18183,39,8818,240,11830,134
29553,34,7920,494,10069,150
21151,33,4471,299,9708,15
22208,42,4339,65,11360,73
29402,20,4008,490,13373,54
20783,40,4422,122,8433,86
25926,14,7878,342,6787,402
17054,23,2073,76,5728,348
5441,40,1192,129,10310,355
23554,22,7010,132,13394,94
9309,19,1918,168,14744,369
11722,23,4125,226,9441,409
13344,44,2296,294,8098,95
23890,48,5084,422,5230,86
11003,47,8798,129,7138,176
3792,29,8794,264,5761,373
10754,35,4947,257,5512,17
18494,35,9391,452,12952,127
14405,25,3350,362,11634,413
22718,22,8022,316,7585,9
28657,13,3997,437,6663,362
9974,40,7994,411,9188,412
26394,10,8583,184,4259,232
6739,37,9660,412,13925,90
11045,19,8787,285,9542,119
19684,48,9093,322,6499,303
9355,13,5728,320,8781,377
16800,16,5090,276,11670,32
7522,32,6708,50,14355,71
27645,19,7889,103,4517,154
19469,12,1671,409,6332,429
12572,45,9764,493,12144,289
18848,37,4801,349,5420,396
12297,12,5013,74,7763,201
10219,48,3925,77,13159,121
8813,47,9513,94,9821,487
28289,44,1407,292,13154,181
12210,30,8348,214,14759,231
3485,41,6649,160,8495,270
4285,11,8161,95,5738,336
29859,33,6618,315,7957,96
17896,24,3242,71,7576,483
26224,10,4609,230,5403,182
19562,47,1060,460,13664,64
26653,48,5912,116,4124,252
26091,30,6988,469,9978,90
27533,34,3598,452,12309,39
21134,41,2839,94,5200,81
16897,36,3378,278,10073,125
27117,23,8313,322,4548,419
13969,14,2556,395,10355,102
21505,19,5378,295,13149,366
5999,18,5109,368,9560,362
17783,32,2076,248,13999,484
3887,45,9473,404,11710,462
19529,17,9471,202,5360,250
28616,26,6093,252,14963,235
23997,23,6120,368,8908,221
24179,23,6945,422,4774,189
26484,13,4495,309,13860,294
21948,26,3022,410,14783,325
27536,49,9728,64,13140,475
2006,26,3941,244,7385,358
4732,22,1877,310,13752,65
28427,15,9746,238,8633,476
4981,45,3870,335,13707,24
9636,29,2687,493,4119,431
14423,29,5077,367,5517,29
28043,39,1730,389,9332,313
2229,12,6367,126,5290,262
26647,26,5646,349,8393,120
23728,15,8860,384,6128,231
12301,45,1633,432,6248,303
25811,14,7634,355,9297,79
19857,29,9524,483,8564,88
24729,16,3356,263,11125,244
13498,16,3623,107,12108,106
23628,35,9053,184,5464,15
18604,33,1677,297,12637,459
8114,34,8265,325,7414,446
23933,22,2167,192,8016,457
26150,20,4529,382,10293,274
22918,12,9329,426,6417,431
28307,16,8557,160,8897,164
23142,28,1149,486,14505,239
22799,28,4573,423,6768,66
9912,30,9398,228,5372,275
11399,17,1848,234,10268,462
3406,34,4264,193,11824,189
19922,37,5164,179,5036,445
18459,33,8523,406,6908,81
15392,46,5171,418,7115,496
10481,45,3348,201,8684,64
6622,29,3726,54,10260,495
4042,46,1693,190,5405,312
20387,42,7236,251,11474,309
18805,18,1838,80,13519,114
3475,48,3866,396,4137,314
5952,27,9951,379,7765,425
18502,22,9131,127,6885,31
24479,20,7844,131,12604,106
21530,23,1931,452,14715,312
4721,48,9652,178,4959,326
22400,15,2018,494,8188,168
29671,30,7162,415,10840,400
12119,37,2154,449,5619,271
5669,23,3176,307,13680,332
27947,44,1587,240,6370,479
11147,22,8507,168,9112,368
27665,14,4256,441,6359,138
13006,27,7154,410,9483,429
12411,34,9533,451,4686,346
3543,33,5725,278,13976,109
22695,43,1125,113,9833,272
6897,18,9167,154,13624,260
21608,43,8638,185,7595,323
26642,29,6176,210,13513,134
7278,28,5086,221,10985,209
21370,32,3305,287,13773,23
20392,25,8585,494,6946,13
27717,17,8560,361,9713,104
20928,13,8869,69,4870,214
25051,28,8105,282,4224,221
13009,19,2316,111,12765,76
20275,11,7464,320,8420,166
10793,13,6662,55,10594,198
26026,20,8585,484,12039,389
8202,16,1374,376,14517,70
10068,14,3642,125,14545,364
11917,40,7597,430,9965,486
26861,10,1701,207,12381,326
26525,18,2684,148,13694,168
7289,34,5448,388,14170,22
4676,36,4891,248,14043,414
10230,32,6977,190,13489,17
23594,20,7206,412,12118,307
11011,45,9963,199,9552,390
11580,44,9073,451,11970,377
23143,38,1670,271,10709,252
15379,44,5580,311,11337,56
4591,45,7352,121,7343,229
15902,27,6475,250,7799,381
19213,35,8884,459,9309,173
2848,42,1400,136,10962,121
23280,32,6331,283,6411,331
8103,28,4848,333,8093,75
16172,19,5753,376,9047,277
4981,35,9175,259,9892,235
10339,40,2924,409,8170,115
3939,14,5474,337,13956,445
19724,37,2259,117,5319,370
16919,49,5758,141,14744,434
5364,23,6420,384,6595,273
10925,49,5332,318,12954,169
5824,30,5946,199,11283,446
11553,10,3255,50,14591,81
28638,44,4868,306,11889,412
12254,22,5776,292,10530,181
17908,28,8535,165,13767,388
24442,49,4501,235,8726,138
21665,30,4119,400,6895,82
2316,12,1931,168,13249,316
23445,35,4877,349,10890,151
25439,46,6862,492,6475,147
9975,22,9570,261,13357,396
13188,29,7192,353,11234,97
14713,21,3456,147,4186,429
11910,25,7866,75,6661,16
18800,22,9947,273,6486,361
23732,39,8439,480,9268,66
13046,30,5261,210,8332,420
28127,17,3360,268,11925,485
2452,31,3845,143,12933,331
13973,27,4197,330,10974,20
15233,30,4823,465,10254,435
5370,21,7958,421,4933,36
12571,38,3894,266,12128,358
7650,33,4509,206,9972,388
10997,24,3497,318,11724,424
8169,23,6294,147,13166,55
26052,24,3435,225,14939,423
17268,12,3059,399,11912,415
16532,28,4632,298,4568,150
6086,12,7520,440,7540,480
19795,16,9848,490,9038,417
28947,20,6096,66,5597,338
8326,45,4111,353,12957,345
16780,49,7840,473,7705,261
15375,43,9096,295,14127,431
11613,11,8091,95,6159,396
26290,35,7515,266,4511,89
8339,49,4446,125,9842,112
11726,32,5822,424,13531,443
29980,43,7467,103,8743,300
20193,34,3662,161,14944,377
5882,38,6220,416,4728,162
8862,34,4050,201,9617,303
4227,45,9423,289,7483,346
2323,20,6844,418,4029,379
12371,29,3364,292,10809,365
15499,27,3920,277,12977,493
8549,18,5906,418,11434,185
11174,34,3894,93,6960,257
12938,30,1130,108,9002,36
3540,23,1541,61,9604,445
22145,14,2288,229,5102,455
28446,48,9972,459,11478,417
5732,26,6041,460,9980,176
7937,28,6788,95,5313,403
15327,48,7082,379,13706,287
3137,18,2589,128,10003,6
20642,19,5804,404,7826,191
22653,37,5645,483,13120,206
16279,23,2780,236,11425,340
25909,41,9193,169,5378,316
23820,19,7704,65,8920,82
3871,29,9822,228,9926,282
27488,13,3934,344,10851,140
19291,23,5722,216,12586,166
18553,24,2670,410,13583,476
13113,47,8479,88,5189,438
25816,41,4742,336,6081,168
18846,36,1177,111,5148,106
3415,27,9415,216,12638,266
25117,10,5246,491,14399,464
24632,35,8503,463,9013,184
11111,49,1361,295,13359,170
17113,35,9689,58,13915,48
11196,10,6297,242,4977,411
16901,17,9730,376,13374,320
18249,13,1036,245,5283,24
10030,32,4612,60,12165,184
